公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
CAAI认知系统与信息处理专委会,2025-04-07 08:23:34,神经语言接口新突破：当脑电波情绪识别遇上生成式对话系统,ARIEL情感支持系统：脑机接口与大语言模型的深度协同,本研究开发了ARIEL情感支持系统，结合脑机接口（BCI）与大语言模型（LLM），实现实时情绪识别与个性化对话生成。该系统通过非侵入式BCI解析脑电信号，精准识别焦虑和抑郁情绪，并基于LLaMA 2生成适配的情感支持对话。实验结果表明，ARIEL系统能有效引导用户情绪转化，构建了一个监测-干预-反馈的闭环，为智能人机交互提供了新的技术路径。,Multimodal LLM,Other,None,https://mp.weixin.qq.com/s/qGr28TYyneFKG3X803np7A
CAAI认知系统与信息处理专委会,2025-04-07 08:23:34,Science Advances 全球最小可控无线飞行机器人来了---UC Berkeley研发,UC Berkeley研发全球最小可控无线飞行机器人,加州大学伯克利分校的研究团队开发了一种新型可控无线飞行机器人，其设计灵感来源于大黄蜂，直径不足1厘米，重量仅21毫克。这款机器人采用磁驱动技术，能够在空中盘旋、调整飞行轨迹，并具备一定的目标击中能力。研究团队通过优化螺旋桨叶片和设计平衡环，实现了稳定飞行，且无需复杂传感器。该研究成果已在《Science Advances》发表。,Embodied AI,Other,None,https://mp.weixin.qq.com/s/tUmUBbO14zB26l7fgfsC2w
虎嗅APP,2025-04-07 08:04:00,早报｜胖东来起诉“红内裤”事件博主；美媒：关税或致美国iPhone售价飙升；特朗普回应股市崩盘；2025清明档电影票房破3亿,2025年4月7日早报综述,本文为2025年4月7日的早报，涵盖了多个重要新闻事件，包括2025清明档电影票房突破3亿元、绵阳一门店因虚假宣传被立案调查、缅甸强震造成的重大伤亡、美国对中国商品加征关税的最新动态，以及特朗普对股市崩盘的回应。此外，报道还提到字节跳动与美国政府的谈判进展及vivo产品信息泄露事件。,Other,ByteDance,None,https://mp.weixin.qq.com/s/q_JQIl2wo5k-23yI0sWqDw
虎嗅APP,2025-04-07 08:04:00,全球大通缩，来了？,全球大通缩的风险与贸易政策的影响,本文分析了美国总统特朗普签署的对等关税政策及其对全球经济的潜在影响。美国对中国及其他贸易伙伴加征高关税，引发了中国的强烈反制，导致美股和大宗商品市场的剧烈波动。文章探讨了高关税政策可能导致的通货膨胀与滞胀风险，以及美国经济可能面临的衰退压力，指出当前局势与历史上的贸易保护主义有相似之处。,Other,Other,None,https://mp.weixin.qq.com/s/yR6jY2_ivZnbrmqCloskQw
虎嗅APP,2025-04-07 08:04:00,越南工厂主，进退两难,越南工厂主面临的新关税挑战,本文探讨了美国新公布的高额关税对在越南经营的中国工厂主的影响。许多工厂主因关税政策的不确定性而感到困惑和无助，尤其是在越南建厂的初衷是为了规避中国商品出口美国的关税。文章分析了越南的生产成本、管理挑战以及与中国的比较，指出新关税将对整个东南亚和东亚国家造成重创，并引发了企业在全球布局上的重新考量。,Other,Other,None,https://mp.weixin.qq.com/s/9p_wlWnw7_cShnrvmhQeiQ
智药邦,2025-04-07 00:47:16,Chem Catalysis｜SubTuner：以物理建模赋能AI，突破酶工程的非天然底物挑战,SubTuner: A Physics-Based Modeling Approach to Enhance AI in Enzyme Engineering,"This article discusses the development of SubTuner, an innovative platform that integrates physics-based modeling with AI to address challenges in enzyme engineering, particularly for non-native substrates. The research, led by Yang Zhongyue's team at Vanderbilt University, highlights the limitations of current AI models due to sparse data and proposes SubTuner as a solution to improve prediction accuracy and efficiency in identifying beneficial mutations. Experimental results demonstrate significant enhancements in enzyme activity and screening efficiency compared to traditional methods.",AI4Science,Other,None,https://mp.weixin.qq.com/s/iYUc1ZJ7EeHWFeL__bGiFw
智药邦,2025-04-07 00:47:16,AI+肿瘤个性化治疗｜安达生物完成A轮数千万元融资,安达生物完成A轮融资，推进个性化肿瘤新抗原疫苗研发,安达生物药物开发（深圳）有限公司近日宣布完成数千万元A轮融资，资金将用于推进个性化肿瘤新抗原疫苗PCNAT-01的临床研究及其他在研项目的开发。安达生物是国内首批开展肿瘤新抗原个性化治疗的团队之一，利用AI技术和多组学融合，推动肿瘤精准医疗的发展。此次融资标志着公司从临床前研究阶段正式迈向临床研究阶段，期待为更多患者带来治疗希望。,Other,Other,"胡兰靛, 伍朝阳, 蔡雯",https://mp.weixin.qq.com/s/pCchP-zsv9m1MCq8ChX7Pg
智药邦,2025-04-07 00:47:16,Nat Commun｜DTIAM：预测药物-靶标相互作用、结合亲和力和药物机制的统一框架,DTIAM：预测药物-靶标相互作用、结合亲和力和药物机制的统一框架,2025年2月26日，中南大学的李敏等人在Nature Communications上发表了论文，提出了DTIAM框架，旨在统一预测药物与靶标之间的相互作用、结合亲和力和药物机制。DTIAM通过自监督预训练从大量无标签数据中学习药物和靶标的表征，显著提高了在冷启动场景下的预测性能，并成功识别了有效的TMEM16A抑制剂。该框架为药物发现提供了实用工具，尤其在激活和抑制机制的区分上具有重要意义。,AI4Science,Other,None,https://mp.weixin.qq.com/s/fb_TXHRBXoY-eoZsDqtdXw
AINLP,2025-04-07 09:58:50,关于The Bitter Lesson,The Bitter Lesson: Scaling Laws in AI Development,本文讨论了Rich Sutton的短文《The Bitter Lesson》，强调了在人工智能领域，基于人类逻辑的设计最终会被算力和学习能力所超越。通过对GPT-4o和Gemini 2.0 Flash等模型的分析，作者指出，虽然当前技术仍依赖于人类的逻辑设计，但随着算力的提升，未来的模型将会在效率和效果上大幅领先。文章还探讨了AI创业者面临的挑战，以及在快速变化的市场中，如何平衡技术进步与成本之间的关系。,LLM,Other,Rich Sutton,https://mp.weixin.qq.com/s/3drtT5MLvXXPRRArjgEl6A
老刘说NLP,2025-04-07 11:09:31,清明假期大模型技术进展回顾：llama4大模型、EasyControl吉卜力风格开源模型及LLM后训练技术总结,清明假期大模型技术进展回顾,本文回顾了清明假期期间大模型技术的最新进展，包括llama4大模型的评测结果、吉卜力风格的EasyControl开源模型以及多模态微调和后训练技术的讨论。文中指出llama4在中文支持和推理性能上的不足，并分享了相关的开源资源和社区活动。作者强调了对大模型技术的深度思考和严谨表述的重要性。,LLM,Other,None,https://mp.weixin.qq.com/s/hKm1GfZ7_MfwStXw21tb1Q
